VoterId,ElectionDate,ElectionDescription,VotingMethod
6256581,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,A
6249655,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6270872,11/08/2022,11/08/2022 - STATE GENERAL,P
6232139,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
6293049,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6203091,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 15 - ST. FRANCIS AREA,P
6203004,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6288189,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6293861,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6251953,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 15 - ST. FRANCIS AREA,P
6295111,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6293857,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6228537,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,A
6202276,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,A
6226151,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6282990,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6245228,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6293862,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6280210,11/05/2024,11/05/2024 - STATE GENERAL,A
6291667,11/05/2024,11/05/2024 - STATE GENERAL,A
6250745,11/08/2022,11/08/2022 - STATE GENERAL,P
6250071,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6245455,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6202993,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6277142,11/05/2024,11/05/2024 - STATE GENERAL,A
6277429,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2687 - HOWARD LAKE-WAVERLY-WINSTED,P
6277891,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2687 - HOWARD LAKE-WAVERLY-WINSTED,P
6298832,03/11/2025,03/11/2025 - TOWNSHIP ELECTION,P
6209123,11/05/2024,11/05/2024 - STATE GENERAL,A
6229232,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
6217708,11/08/2022,11/08/2022 - STATE GENERAL,P
6277456,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2687 - HOWARD LAKE-WAVERLY-WINSTED,P
6202908,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6277899,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2687 - HOWARD LAKE-WAVERLY-WINSTED,P
6281485,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2687 - HOWARD LAKE-WAVERLY-WINSTED,P
6295094,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
6230343,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
6221961,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2687 - HOWARD LAKE-WAVERLY-WINSTED,P
6290962,02/29/2024,02/29/2024 - SPEC PRI LEG DIST 27B,P
6244883,02/29/2024,02/29/2024 - SPEC PRI LEG DIST 27B,P
6270522,11/05/2024,11/05/2024 - STATE GENERAL,P
6203024,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6277508,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2687 - HOWARD LAKE-WAVERLY-WINSTED,P
6279054,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2687 - HOWARD LAKE-WAVERLY-WINSTED,P
6252166,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
6277877,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2687 - HOWARD LAKE-WAVERLY-WINSTED,P
6277886,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2687 - HOWARD LAKE-WAVERLY-WINSTED,A
6243582,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,A
6293856,02/29/2024,02/29/2024 - SPEC PRI LEG DIST 27B,P
6274071,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
6272327,02/29/2024,02/29/2024 - SPEC PRI LEG DIST 27B,P
6295358,02/29/2024,02/29/2024 - SPEC PRI LEG DIST 27B,P
6203262,02/29/2024,02/29/2024 - SPEC PRI LEG DIST 27B,P
6226616,02/29/2024,02/29/2024 - SPEC PRI LEG DIST 27B,P
6233375,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,A
6252319,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
6252772,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
6228253,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2687 - HOWARD LAKE-WAVERLY-WINSTED,P
6218444,11/05/2024,11/05/2024 - STATE GENERAL,A
6235598,11/05/2024,11/05/2024 - STATE GENERAL,A
6252045,11/05/2024,11/05/2024 - STATE GENERAL,P
6252754,11/05/2024,11/05/2024 - STATE GENERAL,P
6231336,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,A
6274086,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,A
6203171,02/29/2024,02/29/2024 - SPEC PRI LEG DIST 27B,P
6201102,02/29/2024,02/29/2024 - SPEC PRI LEG DIST 27B,P
6203266,02/29/2024,02/29/2024 - SPEC PRI LEG DIST 27B,P
6274792,02/29/2024,02/29/2024 - SPEC PRI LEG DIST 27B,P
6284269,02/29/2024,02/29/2024 - SPEC PRI LEG DIST 27B,P
6254790,02/29/2024,02/29/2024 - SPEC PRI LEG DIST 27B,P
6288714,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
6258822,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 47 - SAUK RAPIDS-RICE,P
6246176,11/05/2024,11/05/2024 - STATE GENERAL,P
6259934,11/08/2022,11/08/2022 - STATE GENERAL,A
6203974,11/05/2024,11/05/2024 - STATE GENERAL,A
6234340,11/05/2024,11/05/2024 - STATE GENERAL,A
6218565,11/05/2024,11/05/2024 - STATE GENERAL,A
6224496,11/05/2024,11/05/2024 - STATE GENERAL,A
6243582,11/05/2024,11/05/2024 - STATE GENERAL,A
6271927,11/05/2024,11/05/2024 - STATE GENERAL,P
6258394,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 47 - SAUK RAPIDS-RICE,P
6226861,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 47 - SAUK RAPIDS-RICE,A
6231746,11/05/2024,11/05/2024 - STATE GENERAL,A
6259508,11/05/2024,11/05/2024 - STATE GENERAL,A
6297293,11/05/2024,11/05/2024 - STATE GENERAL,P
6218340,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 47 - SAUK RAPIDS-RICE,P
