VoterId,ElectionDate,ElectionDescription,VotingMethod
4107796,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,A
4120790,09/12/2006,09/12/2006 - STATE PRIMARY,P
4120790,11/07/2006,11/07/2006 - STATE GENERAL,P
4120790,11/06/2012,11/06/2012 - STATE GENERAL,P
4123096,09/09/2008,09/09/2008 - STATE PRIMARY,A
4123096,11/04/2008,11/04/2008 - STATE GENERAL,A
4123096,11/02/2010,11/02/2010 - STATE GENERAL,P
4123096,11/06/2012,11/06/2012 - STATE GENERAL,P
4144752,11/04/2008,11/04/2008 - STATE GENERAL,P
4132610,09/12/2006,09/12/2006 - STATE PRIMARY,P
4132610,11/07/2006,11/07/2006 - STATE GENERAL,P
4129245,09/12/2006,09/12/2006 - STATE PRIMARY,P
4136062,11/04/2008,11/04/2008 - STATE GENERAL,P
4134033,11/05/2024,11/05/2024 - STATE GENERAL,P
4134242,11/05/2024,11/05/2024 - STATE GENERAL,P
4180074,11/06/2012,11/06/2012 - STATE GENERAL,P
4167723,11/07/2006,11/07/2006 - STATE GENERAL,P
4167723,11/04/2008,11/04/2008 - STATE GENERAL,P
4167723,11/02/2010,11/02/2010 - STATE GENERAL,P
4167723,11/06/2012,11/06/2012 - STATE GENERAL,P
4167723,11/08/2016,11/08/2016 - STATE GENERAL,P
4173701,11/07/2006,11/07/2006 - STATE GENERAL,P
4173701,11/06/2012,11/06/2012 - STATE GENERAL,P
4173701,08/12/2014,08/12/2014 - STATE PRIMARY,P
4173701,11/04/2014,11/04/2014 - STATE GENERAL,P
4173701,11/08/2016,11/08/2016 - STATE GENERAL,A
4173701,11/06/2018,11/06/2018 - STATE GENERAL,A
4123096,09/12/2006,09/12/2006 - STATE PRIMARY,P
4123096,11/07/2006,11/07/2006 - STATE GENERAL,A
4136062,11/07/2006,11/07/2006 - STATE GENERAL,P
4180074,11/04/2008,11/04/2008 - STATE GENERAL,P
4180074,11/04/2014,11/04/2014 - STATE GENERAL,P
4180074,11/02/2010,11/02/2010 - STATE GENERAL,P
4180074,11/07/2006,11/07/2006 - STATE GENERAL,P
4123096,11/04/2014,11/04/2014 - STATE GENERAL,P
4129245,11/08/2016,11/08/2016 - STATE GENERAL,P
4129245,11/07/2006,11/07/2006 - STATE GENERAL,P
4144563,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4195624,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 15 - ST. FRANCIS AREA,P
4100716,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4145755,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4100179,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4188187,11/07/2006,11/07/2006 - STATE GENERAL,P
4188187,11/04/2008,11/04/2008 - STATE GENERAL,P
4188187,11/06/2012,11/06/2012 - STATE GENERAL,P
4131273,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4129245,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,P
4129245,11/03/2020,11/03/2020 - STATE GENERAL,P
4199677,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4100715,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4185296,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4163699,03/11/2025,03/11/2025 - TOWNSHIP ELECTION,P
4152237,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4148193,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4178939,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4172939,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4106508,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4163802,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4131178,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4184663,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4158249,03/11/2025,03/11/2025 - TOWNSHIP ELECTION,P
4149922,03/11/2025,03/11/2025 - TOWNSHIP ELECTION,P
4118993,11/04/2008,11/04/2008 - STATE GENERAL,P
4199824,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4129245,11/08/2022,11/08/2022 - STATE GENERAL,P
4146497,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4184545,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4193482,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4188187,11/08/2016,11/08/2016 - STATE GENERAL,P
4188187,11/03/2020,11/03/2020 - STATE GENERAL,P
4199820,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4117993,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
4153256,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,A
4158476,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
4167268,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
4169030,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,A
4124085,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2687 - HOWARD LAKE-WAVERLY-WINSTED,P
4192472,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2687 - HOWARD LAKE-WAVERLY-WINSTED,P
4119307,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
4196442,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
4145896,03/11/2025,03/11/2025 - TOWNSHIP ELECTION,P
4147284,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4180633,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2687 - HOWARD LAKE-WAVERLY-WINSTED,P
4189774,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2687 - HOWARD LAKE-WAVERLY-WINSTED,P
4100238,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
4188754,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2687 - HOWARD LAKE-WAVERLY-WINSTED,P
4196365,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2687 - HOWARD LAKE-WAVERLY-WINSTED,P
4152030,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
4153108,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
4158425,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
4108350,11/05/2024,11/05/2024 - STATE GENERAL,A
4188236,11/05/2024,11/05/2024 - STATE GENERAL,P
4178911,02/29/2024,02/29/2024 - SPEC PRI LEG DIST 27B,P
4114818,02/29/2024,02/29/2024 - SPEC PRI LEG DIST 27B,A
4183641,11/07/2006,11/07/2006 - STATE GENERAL,P
4134158,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
4169087,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
4170898,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
4102988,11/05/2024,11/05/2024 - STATE GENERAL,P
4172171,11/05/2024,11/05/2024 - STATE GENERAL,P
4173805,11/05/2024,11/05/2024 - STATE GENERAL,P
4196428,11/05/2024,11/05/2024 - STATE GENERAL,P
4135931,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2687 - HOWARD LAKE-WAVERLY-WINSTED,P
4100709,08/14/2018,08/14/2018 - STATE PRIMARY,P
4100709,11/06/2018,11/06/2018 - STATE GENERAL,P
4100709,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,P
4100709,08/11/2020,08/11/2020 - STATE PRIMARY,P
4100709,11/03/2020,11/03/2020 - STATE GENERAL,A
4180587,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
4170890,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
4198242,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,A
4118393,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
4151374,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
4169617,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
4187983,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
4169233,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
4176334,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,A
4109629,02/29/2024,02/29/2024 - SPEC PRI LEG DIST 27B,P
4103217,02/29/2024,02/29/2024 - SPEC PRI LEG DIST 27B,P
4165866,02/29/2024,02/29/2024 - SPEC PRI LEG DIST 27B,P
4176944,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 47 - SAUK RAPIDS-RICE,P
4197341,11/07/2006,11/07/2006 - STATE GENERAL,P
4159262,11/07/2006,11/07/2006 - STATE GENERAL,P
4165077,11/07/2006,11/07/2006 - STATE GENERAL,P
4104511,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 47 - SAUK RAPIDS-RICE,P
4163600,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 47 - SAUK RAPIDS-RICE,A
4159262,02/13/2007,02/13/2007 - SD SPEC ELECT ISD 2396 - ATWATER-COSMOS-GROVE CITY,A
4165077,11/04/2008,11/04/2008 - STATE GENERAL,P
4123011,02/29/2024,02/29/2024 - SPEC PRI LEG DIST 27B,P
4161071,02/29/2024,02/29/2024 - SPEC PRI LEG DIST 27B,P
4141702,02/29/2024,02/29/2024 - SPEC PRI LEG DIST 27B,P
4116159,11/02/2010,11/02/2010 - STATE GENERAL,P
4116159,08/10/2010,08/10/2010 - STATE PRIMARY,P
4105488,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 47 - SAUK RAPIDS-RICE,P
4164406,11/05/2024,11/05/2024 - STATE GENERAL,P
4140680,11/05/2024,11/05/2024 - STATE GENERAL,P
4103096,11/04/2008,11/04/2008 - STATE GENERAL,P
4116159,08/14/2012,08/14/2012 - STATE PRIMARY,P
4183641,11/04/2008,11/04/2008 - STATE GENERAL,P
4183641,11/02/2010,11/02/2010 - STATE GENERAL,P
4183641,11/06/2012,11/06/2012 - STATE GENERAL,P
4183641,11/04/2014,11/04/2014 - STATE GENERAL,P
4183641,11/08/2016,11/08/2016 - STATE GENERAL,P
4134158,11/05/2024,11/05/2024 - STATE GENERAL,P
4169087,11/05/2024,11/05/2024 - STATE GENERAL,P
4183641,11/06/2018,11/06/2018 - STATE GENERAL,P
4116159,11/04/2008,11/04/2008 - STATE GENERAL,A
4116159,11/04/2014,11/04/2014 - STATE GENERAL,P
4116159,08/14/2018,08/14/2018 - STATE PRIMARY,P
4177550,11/05/2024,11/05/2024 - STATE GENERAL,A
4148417,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
4179328,02/29/2024,02/29/2024 - SPEC PRI LEG DIST 27B,P
4157508,02/29/2024,02/29/2024 - SPEC PRI LEG DIST 27B,P
4191550,02/29/2024,02/29/2024 - SPEC PRI LEG DIST 27B,P
4115084,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,A
4144380,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
4166783,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
4181700,11/05/2024,11/05/2024 - STATE GENERAL,A
4185577,02/29/2024,02/29/2024 - SPEC PRI LEG DIST 27B,P
4128672,11/07/2006,11/07/2006 - STATE GENERAL,P
