VoterId,ElectionDate,ElectionDescription,VotingMethod
2074535,06/29/2004,06/29/2004 SPECIAL ELECTION-PINE COUNTY,P
2074535,11/02/2004,11/02/2004 - STATE GENERAL,P
2081796,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
2012053,11/05/2024,11/05/2024 - STATE GENERAL,P
2077010,11/03/1998,STATE GENERAL,P
2075466,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
2079201,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
2074535,11/07/2006,11/07/2006 - STATE GENERAL,P
2079540,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
2028429,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
2062685,11/07/2006,11/07/2006 - STATE GENERAL,P
2063035,02/29/2024,02/29/2024 - SPEC PRI LEG DIST 27B,P
2062988,02/29/2024,02/29/2024 - SPEC PRI LEG DIST 27B,P
2074535,11/04/2008,11/04/2008 - STATE GENERAL,P
2092928,02/29/2024,02/29/2024 - SPEC PRI LEG DIST 27B,A
2059469,11/04/1997,SCHOOL BOARD ELECTION,A
2014692,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 47 - SAUK RAPIDS-RICE,P
2077010,09/15/1998,STATE PRIMARY ELECTION,P
2074535,11/06/2012,11/06/2012 - STATE GENERAL,P
2074535,08/12/2014,08/12/2014 - STATE PRIMARY,P
2003756,11/05/2024,11/05/2024 - STATE GENERAL,A
2074535,11/04/2014,11/04/2014 - STATE GENERAL,P
2074535,11/08/2016,11/08/2016 - STATE GENERAL,P
2010104,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 877 - BUFFALO-HANOVER-MONTROSE,A
2012909,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 877 - BUFFALO-HANOVER-MONTROSE,P
2071210,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 877 - BUFFALO-HANOVER-MONTROSE,P
2009660,11/03/1998,STATE GENERAL,P
2016493,11/07/2000,STATE GENERAL,P
2016493,11/03/1998,STATE GENERAL,P
2016493,11/05/1996,STATE GENERAL,P
2016493,09/13/1994,STATE PRIMARY ELECTION,P
2016493,11/08/1994,STATE GENERAL,P
2009660,11/05/1996,STATE GENERAL,P
2009832,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 877 - BUFFALO-HANOVER-MONTROSE,A
2062165,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 877 - BUFFALO-HANOVER-MONTROSE,A
2086913,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 877 - BUFFALO-HANOVER-MONTROSE,P
2059469,11/08/1994,STATE GENERAL,P
2012301,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 877 - BUFFALO-HANOVER-MONTROSE,P
2051013,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 877 - BUFFALO-HANOVER-MONTROSE,P
2056904,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 877 - BUFFALO-HANOVER-MONTROSE,P
2010103,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 877 - BUFFALO-HANOVER-MONTROSE,A
2010544,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 877 - BUFFALO-HANOVER-MONTROSE,P
2020641,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 877 - BUFFALO-HANOVER-MONTROSE,P
