VoterId,ElectionDate,ElectionDescription,VotingMethod
525707,11/05/1996,STATE GENERAL,P
524835,11/07/2000,STATE GENERAL,P
524835,11/03/1998,STATE GENERAL,P
524835,11/05/1996,STATE GENERAL,P
524835,11/05/1996,SCHOOL BOARD ELECTION,P
533304,11/07/2000,STATE GENERAL,P
533304,11/07/2000,SCHOOL BOARD ELECTION,P
533304,11/02/2004,11/02/2004 - STATE GENERAL,P
524835,11/08/2016,11/08/2016 - STATE GENERAL,P
524835,11/07/2006,11/07/2006 - STATE GENERAL,P
524835,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
524835,11/04/2008,11/04/2008 - STATE GENERAL,P
524835,11/02/2010,11/02/2010 - STATE GENERAL,P
524835,11/06/2018,11/06/2018 - STATE GENERAL,P
504914,11/04/2008,11/04/2008 - STATE GENERAL,P
525290,11/07/2000,STATE GENERAL,P
525290,11/05/1996,STATE GENERAL,P
589192,11/03/1998,STATE GENERAL,P
589192,09/12/2000,STATE PRIMARY ELECTION,P
589192,11/02/2010,11/02/2010 - STATE GENERAL,P
589192,11/06/2012,11/06/2012 - STATE GENERAL,A
533304,11/04/2008,11/04/2008 - STATE GENERAL,P
589192,09/14/2004,09/14/2004 - STATE PRIMARY,P
589192,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
589192,11/02/2004,11/02/2004 - STATE GENERAL,P
589192,11/05/1996,STATE GENERAL,P
592981,11/07/2000,STATE GENERAL,P
592981,11/03/1998,STATE GENERAL,P
592981,11/04/1997,SCHOOL BOARD ELECTION,P
592981,11/05/1996,STATE GENERAL,P
592981,11/07/1995,SCHOOL BOARD ELECTION,P
592981,11/08/1994,STATE GENERAL,P
515788,11/06/2012,11/06/2012 - STATE GENERAL,P
524835,11/06/2012,11/06/2012 - STATE GENERAL,P
592980,11/07/2000,STATE GENERAL,P
592980,11/03/1998,STATE GENERAL,P
592980,11/07/1995,SCHOOL BOARD ELECTION,P
592980,11/08/1994,STATE GENERAL,P
521968,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
515788,11/05/2013,11/05/2013 - SCHOOL DISTRICT GENERAL,P
515788,08/12/2014,08/12/2014 - STATE PRIMARY,P
515788,11/04/2014,11/04/2014 - STATE GENERAL,P
515788,11/03/2015,11/03/2015 - SCHOOL DISTRICT GENERAL,P
515788,08/09/2016,08/09/2016 - STATE PRIMARY,P
515788,11/08/2016,11/08/2016 - STATE GENERAL,P
515788,11/07/2017,11/07/2017 - SCHOOL DISTRICT GENERAL,P
515788,11/06/2001,2001 GENERAL ELECTION,P
515788,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
515788,11/04/2003,11/04/2003 GENERAL ELECTION,P
515788,11/02/2004,11/02/2004 - STATE GENERAL,P
515788,11/08/2005,11/08/2005 - SCHOOL DISTRICT GENERAL,P
515788,09/12/2006,09/12/2006 - STATE PRIMARY,P
515788,11/07/2006,11/07/2006 - STATE GENERAL,P
515788,11/06/2007,11/06/2007 - SCHOOL DISTRICT GENERAL,P
515788,04/29/2008,04/29/2008 - SD SPEC ELECT ISD 077 - MANKATO,P
515788,09/09/2008,09/09/2008 - STATE PRIMARY,P
515788,11/04/2008,11/04/2008 - STATE GENERAL,P
515788,08/10/2010,08/10/2010 - STATE PRIMARY,P
515788,11/02/2010,11/02/2010 - STATE GENERAL,P
515788,11/08/2011,11/08/2011 - SCHOOL DISTRICT GENERAL,P
515788,08/14/2012,08/14/2012 - STATE PRIMARY,P
515788,08/14/2018,08/14/2018 - STATE PRIMARY,P
515788,11/06/2018,11/06/2018 - STATE GENERAL,P
515788,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,P
515788,08/11/2020,08/11/2020 - STATE PRIMARY,A
515788,11/03/2020,11/03/2020 - STATE GENERAL,A
515788,11/08/2022,11/08/2022 - STATE GENERAL,A
504914,11/02/2010,11/02/2010 - STATE GENERAL,P
504914,08/14/2012,08/14/2012 - STATE PRIMARY,P
504914,11/06/2012,11/06/2012 - STATE GENERAL,P
504914,11/04/2014,11/04/2014 - STATE GENERAL,P
504914,11/08/2016,11/08/2016 - STATE GENERAL,P
504914,11/07/2017,11/07/2017 - SCHOOL DISTRICT GENERAL,P
504914,08/14/2018,08/14/2018 - STATE PRIMARY,A
504914,11/06/2018,11/06/2018 - STATE GENERAL,A
504914,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,A
504914,08/11/2020,08/11/2020 - STATE PRIMARY,A
504914,11/03/2020,11/03/2020 - STATE GENERAL,A
504914,08/09/2022,08/09/2022 - STATE PRIMARY,A
528897,11/07/2000,STATE GENERAL,P
528897,09/12/2000,STATE PRIMARY ELECTION,P
592980,11/04/2003,11/04/2003 GENERAL ELECTION,P
592981,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
562642,11/06/2001,SCHOOL DISTRICT ELECTION,P
592980,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
592981,11/04/2003,11/04/2003 GENERAL ELECTION,P
592980,09/14/2004,09/14/2004 - STATE PRIMARY,P
553213,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 194 - LAKEVILLE,P
562642,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
534158,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 194 - LAKEVILLE,P
562642,11/02/2004,11/02/2004 - STATE GENERAL,P
