VoterId,ElectionDate,ElectionDescription,VotingMethod
3938292,11/02/2004,11/02/2004 - STATE GENERAL,P
3949562,11/02/2010,11/02/2010 - STATE GENERAL,P
3963129,11/07/2006,11/07/2006 - STATE GENERAL,P
3963129,11/04/2008,11/04/2008 - STATE GENERAL,P
3965448,11/02/2004,11/02/2004 - STATE GENERAL,P
3965448,11/08/2005,11/08/2005 - SCHOOL DISTRICT GENERAL,P
3938292,11/06/2012,11/06/2012 - STATE GENERAL,P
3938292,11/04/2008,11/04/2008 - STATE GENERAL,P
3949562,11/02/2004,11/02/2004 - STATE GENERAL,P
3938292,11/08/2016,11/08/2016 - STATE GENERAL,P
3916990,11/02/2004,11/02/2004 - STATE GENERAL,P
3916990,03/08/2005,03/08/2005 - TOWNSHIP ELECTION,P
3949562,11/06/2018,11/06/2018 - STATE GENERAL,P
3949562,08/11/2020,08/11/2020 - STATE PRIMARY,P
3949562,11/03/2020,11/03/2020 - STATE GENERAL,A
3977240,11/04/2008,11/04/2008 - STATE GENERAL,P
3977240,11/02/2004,11/02/2004 - STATE GENERAL,P
3949562,11/06/2012,11/06/2012 - STATE GENERAL,P
3949562,11/08/2016,11/08/2016 - STATE GENERAL,P
3977240,11/06/2012,11/06/2012 - STATE GENERAL,P
3949562,11/04/2008,11/04/2008 - STATE GENERAL,P
3966647,11/04/2008,11/04/2008 - STATE GENERAL,P
3966647,11/06/2012,11/06/2012 - STATE GENERAL,P
3990899,11/05/2024,11/05/2024 - STATE GENERAL,A
3939488,11/06/2012,11/06/2012 - STATE GENERAL,P
3939488,11/02/2004,11/02/2004 - STATE GENERAL,P
3939488,11/06/2018,11/06/2018 - STATE GENERAL,P
3963129,11/02/2004,11/02/2004 - STATE GENERAL,P
3939488,11/08/2016,11/08/2016 - STATE GENERAL,P
3939488,11/03/2020,11/03/2020 - STATE GENERAL,A
3974601,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
3949562,11/07/2006,11/07/2006 - STATE GENERAL,P
3932530,11/02/2004,11/02/2004 - STATE GENERAL,P
3910379,11/07/2006,11/07/2006 - STATE GENERAL,P
