VoterId,ElectionDate,ElectionDescription,VotingMethod
3732762,11/02/2004,11/02/2004 - STATE GENERAL,P
3799337,11/06/2012,11/06/2012 - STATE GENERAL,P
3799337,11/02/2010,11/02/2010 - STATE GENERAL,P
3799337,11/08/2011,11/08/2011 - SD SPEC ELECT ISD 622 - NORTH ST PAUL-MAPLEWOOD,P
3731220,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
3768682,09/12/2006,09/12/2006 - STATE PRIMARY,P
3768682,11/07/2006,11/07/2006 - STATE GENERAL,P
3799337,11/04/2014,11/04/2014 - STATE GENERAL,P
3761904,11/04/2008,11/04/2008 - STATE GENERAL,P
3773568,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
3768682,11/06/2012,11/06/2012 - STATE GENERAL,P
3768682,11/02/2004,11/02/2004 - STATE GENERAL,P
3768682,11/05/2013,11/05/2013 - SCHOOL DISTRICT GENERAL,P
3731438,11/06/2012,11/06/2012 - STATE GENERAL,P
3731438,11/04/2014,11/04/2014 - STATE GENERAL,P
3768682,11/02/2010,11/02/2010 - STATE GENERAL,P
3731438,11/02/2010,11/02/2010 - STATE GENERAL,P
3761904,11/06/2012,11/06/2012 - STATE GENERAL,P
3725862,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
3762655,11/02/2004,11/02/2004 - STATE GENERAL,P
3731438,11/02/2004,11/02/2004 - STATE GENERAL,P
3731438,11/07/2006,11/07/2006 - STATE GENERAL,P
3799337,11/02/2004,11/02/2004 - STATE GENERAL,P
3799337,11/04/2008,11/04/2008 - STATE GENERAL,P
3799337,05/14/2019,05/14/2019 - SD SPEC ELECT ISD 622 - NORTH ST PAUL-MAPLEWOOD,P
3799337,08/14/2018,08/14/2018 - STATE PRIMARY,P
3799337,11/03/2020,11/03/2020 - STATE GENERAL,A
3799337,11/08/2022,11/08/2022 - STATE GENERAL,P
3781528,11/05/2024,11/05/2024 - STATE GENERAL,P
3752441,11/06/2012,11/06/2012 - STATE GENERAL,P
3752441,11/04/2014,11/04/2014 - STATE GENERAL,P
3752441,08/09/2016,08/09/2016 - STATE PRIMARY,P
3752441,11/08/2016,11/08/2016 - STATE GENERAL,P
3752441,11/06/2018,11/06/2018 - STATE GENERAL,P
3752441,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,P
3752441,11/07/2006,11/07/2006 - STATE GENERAL,P
3752441,11/04/2008,11/04/2008 - STATE GENERAL,P
3752441,11/02/2010,11/02/2010 - STATE GENERAL,P
3749115,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
3752441,11/02/2004,11/02/2004 - STATE GENERAL,P
3743815,11/06/2012,11/06/2012 - STATE GENERAL,P
3743815,11/04/2014,11/04/2014 - STATE GENERAL,P
3743815,11/08/2016,11/08/2016 - STATE GENERAL,A
3743815,11/03/2020,11/03/2020 - STATE GENERAL,A
3762655,11/04/2008,11/04/2008 - STATE GENERAL,P
3752441,08/11/2020,08/11/2020 - STATE PRIMARY,P
3752441,11/03/2020,11/03/2020 - STATE GENERAL,A
3752441,11/08/2022,11/08/2022 - STATE GENERAL,P
3739916,11/08/2016,11/08/2016 - STATE GENERAL,P
3739916,11/06/2018,11/06/2018 - STATE GENERAL,P
3780185,11/05/2024,11/05/2024 - STATE GENERAL,P
3786469,11/05/2024,11/05/2024 - STATE GENERAL,P
3704411,11/05/2024,11/05/2024 - STATE GENERAL,P
3735715,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
3790354,11/02/2004,11/02/2004 - STATE GENERAL,P
3752441,08/14/2018,08/14/2018 - STATE PRIMARY,P
3739916,11/02/2004,11/02/2004 - STATE GENERAL,P
3739916,11/06/2012,11/06/2012 - STATE GENERAL,P
3731438,11/08/2016,11/08/2016 - STATE GENERAL,P
3731438,11/06/2018,11/06/2018 - STATE GENERAL,P
3731438,11/03/2020,11/03/2020 - STATE GENERAL,P
3741873,02/11/2025,02/11/2025 - SPEC ELECT RAMSEY CO COM 03,P
3753939,02/11/2025,02/11/2025 - SPEC ELECT RAMSEY CO COM 03,P
3771104,02/11/2025,02/11/2025 - SPEC ELECT RAMSEY CO COM 03,P
3768807,02/11/2025,02/11/2025 - SPEC ELECT RAMSEY CO COM 03,P
3734737,02/11/2025,02/11/2025 - SPEC ELECT RAMSEY CO COM 03,A
3792118,02/11/2025,02/11/2025 - SPEC ELECT RAMSEY CO COM 03,P
3743319,02/11/2025,02/11/2025 - SPEC ELECT RAMSEY CO COM 03,P
3705382,02/11/2025,02/11/2025 - SPEC ELECT RAMSEY CO COM 03,P
3756169,09/14/2004,09/14/2004 - STATE PRIMARY,P
3756169,11/02/2004,11/02/2004 - STATE GENERAL,P
