VoterId,ElectionDate,ElectionDescription,VotingMethod
550970,11/07/2000,STATE GENERAL,P
550970,11/07/2000,SCHOOL BOARD ELECTION,P
550970,11/03/1998,STATE GENERAL,P
550970,12/31/1998,SPECIAL ELECTION,P
550970,11/04/1997,SCHOOL BOARD ELECTION,P
550970,11/05/1996,STATE GENERAL,P
590076,11/05/2024,11/05/2024 - STATE GENERAL,A
558642,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
521117,02/11/2025,02/11/2025 - SPEC ELECT RAMSEY CO COM 03,P
538459,01/31/2006,01/31/2006 - SPEC ELECT CITYWIDE MANKATO,P
536668,02/11/2025,02/11/2025 - SPEC ELECT RAMSEY CO COM 03,P
533022,11/05/2024,11/05/2024 - STATE GENERAL,A
538459,11/06/2012,11/06/2012 - STATE GENERAL,P
538459,11/02/2004,11/02/2004 - STATE GENERAL,P
521362,11/05/2024,11/05/2024 - STATE GENERAL,P
523735,11/05/2024,11/05/2024 - STATE GENERAL,P
527058,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
528492,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
579118,11/07/2000,STATE GENERAL,P
579118,09/15/1998,STATE PRIMARY ELECTION,P
579118,11/03/1998,STATE GENERAL,P
579118,11/05/1996,STATE GENERAL,P
579118,11/02/1993,SCHOOL BOARD ELECTION,P
593244,11/05/2024,11/05/2024 - STATE GENERAL,A
531423,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
521982,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
530716,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
594110,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
535092,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
530848,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,A
544549,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
553965,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
525378,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,A
553216,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
523735,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
591431,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,A
544549,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
531544,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
579118,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
532311,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
572533,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 834 - STILLWATER,P
553052,11/05/2024,11/05/2024 - STATE GENERAL,P
530945,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 834 - STILLWATER,P
533043,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 834 - STILLWATER,A
535882,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 834 - STILLWATER,P
512011,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 834 - STILLWATER,P
537045,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 834 - STILLWATER,P
533061,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 834 - STILLWATER,P
553965,11/05/2024,11/05/2024 - STATE GENERAL,A
533407,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
536092,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 834 - STILLWATER,P
591727,11/05/2024,11/05/2024 - STATE GENERAL,A
525153,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,A
532344,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
554749,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
521117,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
525154,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,A
572064,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
559533,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
591513,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
585637,03/11/2025,03/11/2025 - SPEC ELECT LEG DIST 40B,P
596086,03/11/2025,03/11/2025 - SPEC ELECT LEG DIST 40B,A
537190,03/11/2025,03/11/2025 - SPEC ELECT LEG DIST 40B,P
597791,03/11/2025,03/11/2025 - SPEC ELECT LEG DIST 40B,P
534938,03/12/2024,03/12/2024 - TOWNSHIP ELECTION,P
500831,03/11/2025,03/11/2025 - SPEC ELECT LEG DIST 40B,P
560605,03/11/2025,03/11/2025 - SPEC ELECT LEG DIST 40B,P
536189,03/11/2025,03/11/2025 - SPEC ELECT LEG DIST 40B,P
560608,03/11/2025,03/11/2025 - SPEC ELECT LEG DIST 40B,P
592186,03/11/2025,03/11/2025 - SPEC ELECT LEG DIST 40B,P
573228,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
563070,03/11/2025,03/11/2025 - SPEC ELECT LEG DIST 40B,P
542773,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
548673,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,A
590962,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
534989,03/11/2025,03/11/2025 - SPEC ELECT LEG DIST 40B,A
553258,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
559278,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
593932,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
594026,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
593997,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
594031,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
546572,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
540597,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,A
517911,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
502706,03/11/2025,03/11/2025 - SPEC ELECT LEG DIST 40B,P
564667,03/11/2025,03/11/2025 - SPEC ELECT LEG DIST 40B,P
595107,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
523997,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
553058,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
532344,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
504315,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
521117,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
554749,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
579118,11/04/2014,11/04/2014 - STATE GENERAL,P
537472,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
551134,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
528883,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
547867,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
586840,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
588728,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
528934,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
500832,03/11/2025,03/11/2025 - SPEC ELECT LEG DIST 40B,P
