VoterId,ElectionDate,ElectionDescription,VotingMethod
6374954,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
6374955,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
6374956,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
6352544,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
6352545,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
6352551,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
6374947,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
6352936,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6348950,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
6352588,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,A
6349680,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6352595,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6352596,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6352604,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6304461,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6314515,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6352747,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6351675,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6374964,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
6352532,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
6352754,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6352804,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6352805,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6352530,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
6352531,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
6352534,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
6348646,11/07/2023,11/07/2023 - SCHOOL DISTRICT GENERAL,P
6352567,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6352589,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6352483,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6374961,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
6352748,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6352759,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6374950,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
6374952,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
6348879,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6352649,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,A
6352948,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6352949,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6352757,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
6352767,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
