VoterId,ElectionDate,ElectionDescription,VotingMethod
4232530,03/13/2007,03/13/2007 - TOWNSHIP ELECTION,P
4232530,03/10/2015,03/10/2015 - TOWNSHIP ELECTION,P
4256917,11/08/2016,11/08/2016 - STATE GENERAL,P
4209621,11/04/2008,11/04/2008 - STATE GENERAL,P
4209621,11/07/2006,11/07/2006 - STATE GENERAL,P
4287303,11/04/2008,11/04/2008 - STATE GENERAL,A
4233902,11/04/2008,11/04/2008 - STATE GENERAL,P
4233902,08/10/2010,08/10/2010 - STATE PRIMARY,P
4233902,11/06/2012,11/06/2012 - STATE GENERAL,P
4287303,11/06/2012,11/06/2012 - STATE GENERAL,P
4232530,11/05/2024,11/05/2024 - STATE GENERAL,P
4256917,11/04/2008,11/04/2008 - STATE GENERAL,P
4233092,11/06/2012,11/06/2012 - STATE GENERAL,P
4233902,11/04/2014,11/04/2014 - STATE GENERAL,P
4233092,11/08/2016,11/08/2016 - STATE GENERAL,P
4242818,05/14/2024,05/14/2024 - SD SPEC ELECT ISD 2448 - MARTIN COUNTY WEST,P
4287303,11/04/2014,11/04/2014 - STATE GENERAL,P
4229508,11/06/2012,11/06/2012 - STATE GENERAL,P
4220868,03/11/2025,03/11/2025 - TOWNSHIP ELECTION,P
4293937,11/02/2010,11/02/2010 - STATE GENERAL,P
4293937,11/04/2008,11/04/2008 - STATE GENERAL,P
4293937,11/08/2016,11/08/2016 - STATE GENERAL,P
4233092,11/04/2008,11/04/2008 - STATE GENERAL,P
4292988,11/05/2024,11/05/2024 - STATE GENERAL,P
4223041,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4282095,11/04/2008,11/04/2008 - STATE GENERAL,P
4215547,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4235144,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4234638,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4246118,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,A
4258879,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4297042,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,A
4242985,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4245608,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4248826,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,A
4253648,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4255243,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4282073,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4289518,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4204917,11/05/2024,11/05/2024 - STATE GENERAL,P
4200231,11/05/2024,11/05/2024 - STATE GENERAL,A
4280307,11/05/2024,11/05/2024 - STATE GENERAL,P
4274511,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4285384,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,A
4237292,03/11/2025,03/11/2025 - TOWNSHIP ELECTION,P
4220239,03/11/2025,03/11/2025 - TOWNSHIP ELECTION,P
4281871,11/05/2024,11/05/2024 - STATE GENERAL,P
4282439,11/05/2024,11/05/2024 - STATE GENERAL,P
4237311,03/11/2025,03/11/2025 - TOWNSHIP ELECTION,P
4220489,03/11/2025,03/11/2025 - TOWNSHIP ELECTION,P
4261222,11/04/2008,11/04/2008 - STATE GENERAL,P
4244796,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4256344,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,A
4283861,11/05/2024,11/05/2024 - STATE GENERAL,A
4237146,03/11/2025,03/11/2025 - TOWNSHIP ELECTION,P
4282883,11/06/2012,11/06/2012 - STATE GENERAL,P
4228440,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
