VoterId,ElectionDate,ElectionDescription,VotingMethod
6403988,05/14/2024,05/14/2024 - SD SPEC ELECT ISD 2448 - MARTIN COUNTY WEST,P
6475038,11/05/2024,11/05/2024 - STATE GENERAL,A
6494738,11/05/2024,11/05/2024 - STATE GENERAL,P
6403930,05/14/2024,05/14/2024 - SD SPEC ELECT ISD 2448 - MARTIN COUNTY WEST,P
6472802,11/05/2024,11/05/2024 - STATE GENERAL,A
6404001,05/14/2024,05/14/2024 - SD SPEC ELECT ISD 2448 - MARTIN COUNTY WEST,P
6484575,11/05/2024,11/05/2024 - STATE GENERAL,P
6403923,05/14/2024,05/14/2024 - SD SPEC ELECT ISD 2448 - MARTIN COUNTY WEST,P
6428889,11/05/2024,11/05/2024 - STATE GENERAL,P
6435086,11/05/2024,11/05/2024 - STATE GENERAL,P
6496874,08/13/2024,08/13/2024 - STATE PRIMARY,P
6407667,05/14/2024,05/14/2024 - SD SPEC ELECT ISD 2448 - MARTIN COUNTY WEST,P
6465501,11/05/2024,11/05/2024 - STATE GENERAL,P
6418038,11/05/2024,11/05/2024 - STATE GENERAL,P
6496873,08/13/2024,08/13/2024 - STATE PRIMARY,P
6496868,08/13/2024,08/13/2024 - STATE PRIMARY,P
6424061,11/05/2024,11/05/2024 - STATE GENERAL,P
6446689,11/05/2024,11/05/2024 - STATE GENERAL,P
6442475,11/05/2024,11/05/2024 - STATE GENERAL,P
6496894,08/13/2024,08/13/2024 - STATE PRIMARY,P
6496900,08/13/2024,08/13/2024 - STATE PRIMARY,P
6496908,08/13/2024,08/13/2024 - STATE PRIMARY,P
6439116,11/05/2024,11/05/2024 - STATE GENERAL,P
6446464,11/05/2024,11/05/2024 - STATE GENERAL,P
6458298,08/13/2024,08/13/2024 - STATE PRIMARY,P
6463118,08/13/2024,08/13/2024 - STATE PRIMARY,P
6440358,11/05/2024,11/05/2024 - STATE GENERAL,P
6458271,11/05/2024,11/05/2024 - STATE GENERAL,P
6465502,08/13/2024,08/13/2024 - STATE PRIMARY,P
6494831,11/05/2024,11/05/2024 - STATE GENERAL,P
6478275,11/05/2024,11/05/2024 - STATE GENERAL,A
6496910,08/13/2024,08/13/2024 - STATE PRIMARY,P
6487644,11/05/2024,11/05/2024 - STATE GENERAL,A
6428266,11/05/2024,11/05/2024 - STATE GENERAL,A
6444322,11/05/2024,11/05/2024 - STATE GENERAL,P
6499163,11/05/2024,11/05/2024 - STATE GENERAL,A
6423049,11/05/2024,11/05/2024 - STATE GENERAL,A
6496962,08/13/2024,08/13/2024 - STATE PRIMARY,P
