VoterId,ElectionDate,ElectionDescription,VotingMethod
2563777,11/05/2024,11/05/2024 - STATE GENERAL,A
2586796,11/05/2024,11/05/2024 - STATE GENERAL,P
2532364,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
2537450,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
2532902,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
2534346,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
2569158,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
2590309,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
2568663,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
2553028,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
2590681,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
2591705,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
2563777,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
2592179,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
2508969,11/04/2008,11/04/2008 - STATE GENERAL,P
2508969,11/06/2012,11/06/2012 - STATE GENERAL,P
2535566,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
2575682,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
2599337,11/03/1998,STATE GENERAL,P
2599337,11/05/1996,STATE GENERAL,P
2554707,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 811 - WABASHA-KELLOGG,A
2548446,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 811 - WABASHA-KELLOGG,A
2547889,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 811 - WABASHA-KELLOGG,A
2516769,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 811 - WABASHA-KELLOGG,P
2575682,11/07/2006,11/07/2006 - STATE GENERAL,P
2575682,11/04/2008,11/04/2008 - STATE GENERAL,P
2585390,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
2535566,08/13/2024,08/13/2024 - STATE PRIMARY,P
2586680,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,M
2567315,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
2575682,11/02/2004,11/02/2004 - STATE GENERAL,P
2530756,11/05/2024,11/05/2024 - STATE GENERAL,P
2575682,11/03/1998,STATE GENERAL,P
2575682,09/15/1998,STATE PRIMARY ELECTION,P
2503907,11/05/2024,11/05/2024 - STATE GENERAL,A
2599337,11/02/2004,11/02/2004 - STATE GENERAL,P
2599337,11/07/2006,11/07/2006 - STATE GENERAL,P
2578347,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
2578345,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
2583116,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
2502823,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
2556898,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
2542236,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
2566437,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
2565783,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
2566727,03/12/2024,03/12/2024 - TOWNSHIP ELECTION,P
2519276,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
2526870,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
2565784,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
2575026,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
2538447,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
2599337,11/04/2008,11/04/2008 - STATE GENERAL,P
2518611,09/15/1998,STATE PRIMARY ELECTION,P
2518611,11/03/1998,STATE GENERAL,P
2518611,11/05/1996,MUNICIPAL GENERAL,P
2518611,11/05/1996,SCHOOL BOARD ELECTION,P
2518611,11/02/2004,11/02/2004 - STATE GENERAL,P
2518611,11/08/2005,11/08/2005 - MUNICIPAL GENERAL,P
2599337,11/06/2012,11/06/2012 - STATE GENERAL,P
2518611,11/04/2008,11/04/2008 - STATE GENERAL,P
2520470,04/09/2024,04/09/2024 - SPEC ELECT CITYWIDE ALBERT LEA,P
2518611,11/07/2006,11/07/2006 - STATE GENERAL,P
2518611,09/11/2007,09/11/2007 - MUNICIPAL PRIMARY,P
2518611,11/06/2012,11/06/2012 - STATE GENERAL,P
2518611,11/07/2000,STATE GENERAL,P
2518611,09/10/1996,STATE PRIMARY ELECTION,P
2518611,02/28/2006,02/28/2006 - SPEC ELECT CITYWIDE DULUTH,P
2518611,08/10/2010,08/10/2010 - STATE PRIMARY,P
2518611,11/04/2014,11/04/2014 - STATE GENERAL,P
2599337,11/08/2016,11/08/2016 - STATE GENERAL,P
2518611,09/12/2000,STATE PRIMARY ELECTION,P
2518611,11/05/1996,STATE GENERAL,P
2518611,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
2518611,09/12/2006,09/12/2006 - STATE PRIMARY,P
2518611,09/09/2008,09/09/2008 - STATE PRIMARY,P
2518611,11/03/2009,11/03/2009 - MUNICIPAL GENERAL,P
2518611,11/02/2010,11/02/2010 - STATE GENERAL,P
2518611,11/08/2011,11/08/2011 - MUNICIPAL GENERAL,P
2518611,11/07/2017,11/07/2017 - MUNICIPAL GENERAL,P
2553028,04/09/2024,04/09/2024 - SPEC ELECT CITYWIDE ALBERT LEA,P
2575686,09/12/2000,STATE PRIMARY ELECTION,P
2575686,12/31/2001,SPECIAL ELECTION,P
2512323,11/05/2024,11/05/2024 - STATE GENERAL,A
2546693,11/05/2024,11/05/2024 - STATE GENERAL,P
2575686,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
2598781,11/05/2024,11/05/2024 - STATE GENERAL,P
2518611,11/06/2018,11/06/2018 - STATE GENERAL,P
2525873,11/05/2024,11/05/2024 - STATE GENERAL,P
2518611,11/08/1994,STATE GENERAL,P
2518611,11/04/2003,11/04/2003 GENERAL ELECTION,P
2518611,11/06/2007,11/06/2007 - MUNICIPAL GENERAL,P
2529357,11/05/2024,11/05/2024 - STATE GENERAL,P
2575686,11/08/1994,STATE GENERAL,P
2575686,11/03/1998,STATE GENERAL,P
2575686,11/07/2006,11/07/2006 - STATE GENERAL,P
2575686,11/02/2004,11/02/2004 - STATE GENERAL,P
2575686,11/04/2008,11/04/2008 - STATE GENERAL,P
2575686,08/10/2010,08/10/2010 - STATE PRIMARY,P
2518611,11/08/2016,11/08/2016 - STATE GENERAL,P
2595278,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
2500941,05/14/2024,05/14/2024 - SD SPEC ELECT ISD 2448 - MARTIN COUNTY WEST,P
2512650,05/14/2024,05/14/2024 - SD SPEC ELECT ISD 2448 - MARTIN COUNTY WEST,P
2595278,11/02/2010,11/02/2010 - STATE GENERAL,P
2595278,08/14/2018,08/14/2018 - STATE PRIMARY,P
2595278,11/03/2020,11/03/2020 - STATE GENERAL,A
2595278,08/12/2014,08/12/2014 - STATE PRIMARY,P
2595278,11/08/2022,11/08/2022 - STATE GENERAL,A
2595278,11/06/2012,11/06/2012 - STATE GENERAL,P
2593463,11/04/2008,11/04/2008 - STATE GENERAL,P
2595278,11/02/2004,11/02/2004 - STATE GENERAL,P
2595278,11/07/2000,STATE GENERAL,P
2595278,11/08/2016,11/08/2016 - STATE GENERAL,P
2593463,11/07/2006,11/07/2006 - STATE GENERAL,P
2593463,11/02/2010,11/02/2010 - STATE GENERAL,P
2595278,11/04/2014,11/04/2014 - STATE GENERAL,P
2595278,11/07/2006,11/07/2006 - STATE GENERAL,P
2595278,11/04/2008,11/04/2008 - STATE GENERAL,P
2595278,11/06/2018,11/06/2018 - STATE GENERAL,P
2539780,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 77 - MANKATO,P
2515949,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 242 - ALDEN-CONGER,P
2590309,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
2575609,11/05/2024,11/05/2024 - STATE GENERAL,A
2509358,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,A
2538105,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,A
2538605,08/13/2024,08/13/2024 - STATE PRIMARY,P
2528589,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 77 - MANKATO,P
2590950,08/13/2024,08/13/2024 - STATE PRIMARY,A
2549406,08/13/2024,08/13/2024 - STATE PRIMARY,P
2543212,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 535 - ROCHESTER,P
2592914,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 534 - STEWARTVILLE,P
2513059,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 534 - STEWARTVILLE,P
2570916,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 534 - STEWARTVILLE,P
2559615,11/07/2023,11/07/2023 - SPEC ELECT CITYWIDE ROCHESTER,P
2567915,11/07/2023,11/07/2023 - SPEC ELECT CITYWIDE ROCHESTER,P
2554635,11/07/2023,11/07/2023 - SPEC ELECT CITYWIDE ROCHESTER,P
2537879,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 535 - ROCHESTER,P
2577980,11/07/2023,11/07/2023 - SPEC ELECT CITYWIDE ROCHESTER,P
2575307,11/07/2023,11/07/2023 - SPEC ELECT CITYWIDE ROCHESTER,P
2505574,11/07/2023,11/07/2023 - SPEC ELECT CITYWIDE ROCHESTER,P
2511789,11/07/2023,11/07/2023 - SPEC ELECT CITYWIDE ROCHESTER,A
2512323,11/07/2023,11/07/2023 - SPEC ELECT CITYWIDE ROCHESTER,A
