VoterId,ElectionDate,ElectionDescription,VotingMethod
750310,11/02/2004,11/02/2004 - STATE GENERAL,P
724534,11/07/2023,11/07/2023 - SPEC ELECT MCD EDINA,P
700684,11/02/2004,11/02/2004 - STATE GENERAL,P
700684,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
700684,11/07/2000,STATE GENERAL,P
700684,11/04/2008,11/04/2008 - STATE GENERAL,P
700684,11/02/2010,11/02/2010 - STATE GENERAL,P
700684,11/04/2014,11/04/2014 - STATE GENERAL,P
700684,11/08/2016,11/08/2016 - STATE GENERAL,A
700684,11/07/2017,11/07/2017 - MUNICIPAL GENERAL,P
700684,11/06/2018,11/06/2018 - STATE GENERAL,P
700684,11/05/2019,11/05/2019 - MUNICIPAL GENERAL,P
702550,11/07/2000,STATE GENERAL,P
702550,11/02/2004,11/02/2004 - STATE GENERAL,P
702550,11/04/2008,11/04/2008 - STATE GENERAL,A
702550,11/06/2012,11/06/2012 - STATE GENERAL,P
702550,11/08/2016,11/08/2016 - STATE GENERAL,P
702550,08/14/2018,08/14/2018 - STATE PRIMARY,P
702550,11/06/2018,11/06/2018 - STATE GENERAL,P
702550,05/14/2019,05/14/2019 - SD SPEC ELECT ISD 272 - EDEN PRAIRIE,A
702550,11/03/2020,11/03/2020 - STATE GENERAL,A
702550,11/08/2022,11/08/2022 - STATE GENERAL,P
702655,11/07/2000,STATE GENERAL,P
702655,11/04/2008,11/04/2008 - STATE GENERAL,P
702655,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
702655,11/06/2012,11/06/2012 - STATE GENERAL,P
702655,11/02/2010,11/02/2010 - STATE GENERAL,P
702655,11/03/2020,11/03/2020 - STATE GENERAL,A
702655,11/08/2022,11/08/2022 - STATE GENERAL,P
702690,11/07/2000,STATE GENERAL,P
702690,11/02/2004,11/02/2004 - STATE GENERAL,P
702690,11/08/2016,11/08/2016 - STATE GENERAL,P
702690,11/03/2020,11/03/2020 - STATE GENERAL,A
702690,11/08/2022,11/08/2022 - STATE GENERAL,P
702801,11/04/2008,11/04/2008 - STATE GENERAL,P
702801,11/07/2000,STATE GENERAL,P
704521,11/07/2000,STATE GENERAL,P
704521,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
704521,11/04/2008,11/04/2008 - STATE GENERAL,P
704521,11/02/2010,11/02/2010 - STATE GENERAL,P
704521,11/06/2012,11/06/2012 - STATE GENERAL,P
704521,08/12/2014,08/12/2014 - STATE PRIMARY,P
704521,11/04/2014,11/04/2014 - STATE GENERAL,P
704521,11/08/2016,11/08/2016 - STATE GENERAL,P
704521,08/14/2018,08/14/2018 - STATE PRIMARY,P
704521,11/06/2018,11/06/2018 - STATE GENERAL,P
704521,11/03/2020,11/03/2020 - STATE GENERAL,A
704521,11/02/2021,11/02/2021 - SCHOOL DISTRICT GENERAL,P
704521,11/08/2022,11/08/2022 - STATE GENERAL,P
704528,11/07/2000,STATE GENERAL,P
704528,11/02/2004,11/02/2004 - STATE GENERAL,P
704528,11/04/2008,11/04/2008 - STATE GENERAL,P
704528,11/06/2012,11/06/2012 - STATE GENERAL,P
704528,11/04/2014,11/04/2014 - STATE GENERAL,P
704528,11/08/2016,11/08/2016 - STATE GENERAL,P
704528,11/06/2018,11/06/2018 - STATE GENERAL,P
704528,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,P
704528,11/03/2020,11/03/2020 - STATE GENERAL,P
704528,11/08/2022,11/08/2022 - STATE GENERAL,P
708171,11/02/2004,11/02/2004 - STATE GENERAL,P
708171,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
708171,09/12/2000,STATE PRIMARY ELECTION,P
708171,11/07/2000,STATE GENERAL,P
708171,11/03/1998,STATE GENERAL,P
708171,11/05/1996,STATE GENERAL,P
708171,11/08/2005,11/08/2005 - MUNICIPAL GENERAL,P
708171,11/22/2005,11/22/2005 - SPEC ELECT SEN DIST 43,P
708171,09/12/2006,09/12/2006 - STATE PRIMARY,P
708171,11/07/2006,11/07/2006 - STATE GENERAL,P
