VoterId,ElectionDate,ElectionDescription,VotingMethod
5663515,11/03/2020,11/03/2020 - STATE GENERAL,A
5629277,11/06/2018,11/06/2018 - STATE GENERAL,P
5629277,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,P
5682467,11/06/2018,11/06/2018 - STATE GENERAL,P
5682467,11/03/2020,11/03/2020 - STATE GENERAL,P
5656576,11/06/2018,11/06/2018 - STATE GENERAL,A
5663100,11/06/2018,11/06/2018 - STATE GENERAL,P
5636688,11/06/2018,11/06/2018 - STATE GENERAL,P
5636688,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,P
5636688,11/03/2020,11/03/2020 - STATE GENERAL,P
5656576,11/03/2020,11/03/2020 - STATE GENERAL,A
5629277,11/03/2020,11/03/2020 - STATE GENERAL,A
5629277,11/02/2021,11/02/2021 - SCHOOL DISTRICT GENERAL,P
5629277,08/09/2022,08/09/2022 - STATE PRIMARY,P
5629277,11/08/2022,11/08/2022 - STATE GENERAL,A
5663100,11/03/2020,11/03/2020 - STATE GENERAL,A
5686880,11/07/2023,11/07/2023 - SPEC ELECT MCD EDINA,P
5692871,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
5639347,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
5645358,11/06/2018,11/06/2018 - STATE GENERAL,P
5663100,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,P
5637730,11/06/2018,11/06/2018 - STATE GENERAL,P
5640655,11/03/2020,11/03/2020 - STATE GENERAL,A
5633268,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
5661311,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
5640655,11/06/2018,11/06/2018 - STATE GENERAL,P
5622597,11/05/2024,11/05/2024 - STATE GENERAL,P
5611400,11/06/2018,11/06/2018 - STATE GENERAL,P
5603444,11/06/2018,11/06/2018 - STATE GENERAL,P
5603444,08/11/2020,08/11/2020 - STATE PRIMARY,P
5610439,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
5670374,11/06/2018,11/06/2018 - STATE GENERAL,P
