VoterId,ElectionDate,ElectionDescription,VotingMethod
4673647,11/02/2010,11/02/2010 - STATE GENERAL,P
4624988,11/03/2009,11/03/2009 - SCHOOL DISTRICT GENERAL,P
4656321,11/02/2010,11/02/2010 - STATE GENERAL,P
4665467,11/02/2010,11/02/2010 - STATE GENERAL,P
4665467,11/06/2012,11/06/2012 - STATE GENERAL,P
4665467,11/08/2016,11/08/2016 - STATE GENERAL,P
4665467,11/06/2018,11/06/2018 - STATE GENERAL,P
4624988,08/10/2010,08/10/2010 - STATE PRIMARY,P
4626701,11/03/2009,11/03/2009 - SD SPEC ELECT ISD 700 - HERMANTOWN,P
4654469,11/02/2010,11/02/2010 - STATE GENERAL,P
4663603,11/02/2010,11/02/2010 - STATE GENERAL,P
4624988,11/02/2010,11/02/2010 - STATE GENERAL,P
4663603,11/06/2012,11/06/2012 - STATE GENERAL,P
4660814,03/11/2025,03/11/2025 - TOWNSHIP ELECTION,P
4621689,09/10/2013,09/10/2013 - SD SPEC ELECT ISD 709 - DULUTH,P
4621689,11/06/2012,11/06/2012 - STATE GENERAL,A
4624988,11/06/2012,11/06/2012 - STATE GENERAL,P
4673647,11/06/2012,11/06/2012 - STATE GENERAL,P
4624988,11/08/2011,11/08/2011 - SCHOOL DISTRICT GENERAL,P
4677152,11/02/2010,11/02/2010 - STATE GENERAL,P
4625988,11/03/2009,11/03/2009 - SCHOOL DISTRICT GENERAL,P
4621689,11/05/2013,11/05/2013 - SCHOOL DISTRICT GENERAL,P
4625988,11/02/2010,11/02/2010 - STATE GENERAL,P
4663603,11/08/2016,11/08/2016 - STATE GENERAL,P
4622799,11/03/2009,11/03/2009 - SCHOOL DISTRICT GENERAL,P
4629501,12/08/2009,12/08/2009 - SD SPEC ELECT ISD 2142 - ST LOUIS COUNTY,P
4663603,11/06/2018,11/06/2018 - STATE GENERAL,P
4621689,09/15/2015,09/15/2015 - SD SPEC ELECT ISD 709 - DULUTH,P
4621689,11/06/2018,11/06/2018 - STATE GENERAL,P
4694102,11/02/2010,11/02/2010 - STATE GENERAL,A
4689622,11/02/2010,11/02/2010 - STATE GENERAL,P
4629501,11/06/2012,11/06/2012 - STATE GENERAL,P
4689622,11/06/2012,11/06/2012 - STATE GENERAL,P
4663603,11/03/2020,11/03/2020 - STATE GENERAL,P
4621689,08/14/2018,08/14/2018 - STATE PRIMARY,P
4625988,11/08/2016,11/08/2016 - STATE GENERAL,P
4654469,11/03/2015,11/03/2015 - SD SPEC ELECT ISD 831 - FOREST LAKE,P
4621689,11/08/2016,11/08/2016 - STATE GENERAL,P
4654469,11/04/2014,11/04/2014 - STATE GENERAL,P
4625988,11/06/2012,11/06/2012 - STATE GENERAL,P
4625988,11/04/2014,11/04/2014 - STATE GENERAL,P
4676997,11/06/2012,11/06/2012 - STATE GENERAL,A
4625988,11/06/2018,11/06/2018 - STATE GENERAL,P
4654469,11/07/2017,11/07/2017 - SD SPEC ELECT ISD 831 - FOREST LAKE,P
4658602,11/06/2012,11/06/2012 - STATE GENERAL,A
4658602,11/04/2014,11/04/2014 - STATE GENERAL,P
4606181,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4658602,08/10/2010,08/10/2010 - STATE PRIMARY,P
4658602,11/02/2010,11/02/2010 - STATE GENERAL,P
4625988,11/03/2020,11/03/2020 - STATE GENERAL,A
4663346,03/11/2025,03/11/2025 - TOWNSHIP ELECTION,P
4665388,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4656067,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
4654469,08/10/2010,08/10/2010 - STATE PRIMARY,P
4672610,11/02/2010,11/02/2010 - STATE GENERAL,A
4600618,11/03/2020,11/03/2020 - STATE GENERAL,A
4600618,11/08/2016,11/08/2016 - STATE GENERAL,P
4600618,11/08/2022,11/08/2022 - STATE GENERAL,A
4600618,11/02/2010,11/02/2010 - STATE GENERAL,P
4600618,11/06/2018,11/06/2018 - STATE GENERAL,A
4600618,11/06/2012,11/06/2012 - STATE GENERAL,P
4600618,11/04/2008,11/04/2008 - STATE GENERAL,P
4600618,11/05/2024,11/05/2024 - STATE GENERAL,A
4677113,11/06/2012,11/06/2012 - STATE GENERAL,P
4648390,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2144 - CHISAGO LAKES,P
4656321,08/10/2010,08/10/2010 - STATE PRIMARY,P
4648243,11/05/2024,11/05/2024 - STATE GENERAL,P
4673710,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2144 - CHISAGO LAKES,P
4690212,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2144 - CHISAGO LAKES,P
4603631,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2144 - CHISAGO LAKES,P
