VoterId,ElectionDate,ElectionDescription,VotingMethod
2823105,11/07/2000,STATE GENERAL,P
2806259,11/03/1998,STATE GENERAL,P
2872375,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2144 - CHISAGO LAKES,P
2845763,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2144 - CHISAGO LAKES,P
2845764,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2144 - CHISAGO LAKES,P
2858146,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2144 - CHISAGO LAKES,P
2869304,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2144 - CHISAGO LAKES,P
2841972,11/07/2000,STATE GENERAL,P
2841972,11/03/1998,STATE GENERAL,P
2823105,11/05/2024,11/05/2024 - STATE GENERAL,P
2826862,02/11/2025,02/11/2025 - SPEC PRI ITASCA CO COM 04,M
2818030,11/07/2000,STATE GENERAL,P
2818030,11/06/2012,11/06/2012 - STATE GENERAL,P
2818030,11/04/2014,11/04/2014 - STATE GENERAL,P
2818030,11/08/2016,11/08/2016 - STATE GENERAL,P
2818030,11/07/2017,11/07/2017 - SD SPEC ELECT ISD 750 - ROCORI,P
2818030,11/08/2022,11/08/2022 - STATE GENERAL,M
2818030,08/14/2018,08/14/2018 - STATE PRIMARY,P
2818030,11/06/2018,11/06/2018 - STATE GENERAL,P
2818030,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,M
2818030,08/11/2020,08/11/2020 - STATE PRIMARY,M
2818030,11/03/2020,11/03/2020 - STATE GENERAL,A
2818030,08/09/2022,08/09/2022 - STATE PRIMARY,M
2832760,02/11/2025,02/11/2025 - SPEC PRI ITASCA CO COM 04,M
2818030,11/06/2001,2001 GENERAL ELECTION,P
2818030,09/10/2002,09-10-02 STATE PRIMARY,P
2818030,02/11/2003,ISD 750 BOND ELECTION,P
2818030,11/04/2003,11/04/2003 GENERAL ELECTION,P
2818030,11/02/2004,11/02/2004 - STATE GENERAL,P
2818030,11/06/2007,11/06/2007 - SCHOOL DISTRICT GENERAL,P
2818030,11/04/2008,11/04/2008 - STATE GENERAL,A
2818030,04/07/2009,04/07/2009 - SD SPEC ELECT ISD 750 - ROCORI,P
2857876,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2144 - CHISAGO LAKES,P
2841972,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
2841972,11/02/2004,11/02/2004 - STATE GENERAL,P
2867925,02/11/2025,02/11/2025 - SPEC PRI ITASCA CO COM 04,P
2869163,11/05/2024,11/05/2024 - STATE GENERAL,A
2841972,11/07/2006,11/07/2006 - STATE GENERAL,P
2841972,05/21/2008,05/21/2008 - SD SPEC ELECT ISD 761 - OWATONNA,P
2890451,02/13/2024,02/13/2024 - SD SPEC ELECT ISD 578 - PINE CITY,P
2841972,11/04/2008,11/04/2008 - STATE GENERAL,P
2853003,11/05/2024,11/05/2024 - STATE GENERAL,P
2857948,11/07/2023,11/07/2023 - SPEC ELECT BELTRAMI CO ,P
2878507,11/07/2023,11/07/2023 - SPEC ELECT BELTRAMI CO ,P
2841972,11/02/2010,11/02/2010 - STATE GENERAL,P
2814414,11/02/2004,11/02/2004 - STATE GENERAL,P
2841972,11/06/2012,11/06/2012 - STATE GENERAL,P
2815408,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
2816441,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
