VoterId,ElectionDate,ElectionDescription,VotingMethod
5558457,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
5545399,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,A
5545399,08/11/2020,08/11/2020 - STATE PRIMARY,A
5545399,11/03/2020,11/03/2020 - STATE GENERAL,A
5545399,11/08/2022,11/08/2022 - STATE GENERAL,A
5559649,11/06/2018,11/06/2018 - STATE GENERAL,P
5532056,11/06/2018,11/06/2018 - STATE GENERAL,P
5532056,11/03/2020,11/03/2020 - STATE GENERAL,P
5508060,11/06/2018,11/06/2018 - STATE GENERAL,P
5521591,11/07/2017,11/07/2017 - SD SPEC ELECT ISD 361 - INTERNATIONAL FALLS,P
5500017,11/06/2018,11/06/2018 - STATE GENERAL,A
5579240,08/14/2018,08/14/2018 - STATE PRIMARY,P
5508060,08/14/2018,08/14/2018 - STATE PRIMARY,P
5586400,08/14/2018,08/14/2018 - STATE PRIMARY,P
5562214,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,P
5586400,11/06/2018,11/06/2018 - STATE GENERAL,P
5512175,11/03/2020,11/03/2020 - STATE GENERAL,P
5508060,11/03/2020,11/03/2020 - STATE GENERAL,P
5564216,11/03/2020,11/03/2020 - STATE GENERAL,A
5540852,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
5523041,11/06/2018,11/06/2018 - STATE GENERAL,A
5500017,11/03/2020,11/03/2020 - STATE GENERAL,M
5588270,03/11/2025,03/11/2025 - TOWNSHIP ELECTION,P
5543710,08/14/2018,08/14/2018 - STATE PRIMARY,A
5566887,11/05/2024,11/05/2024 - STATE GENERAL,P
5503818,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2144 - CHISAGO LAKES,A
5576126,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2144 - CHISAGO LAKES,P
5595364,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2144 - CHISAGO LAKES,P
5599183,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2144 - CHISAGO LAKES,P
5542376,11/05/2024,11/05/2024 - STATE GENERAL,P
5524241,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
5592627,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
5588725,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
5577198,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2144 - CHISAGO LAKES,P
5563793,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
5546758,02/11/2025,02/11/2025 - SPEC PRI ITASCA CO COM 04,M
5503856,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2144 - CHISAGO LAKES,A
5532802,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2144 - CHISAGO LAKES,P
5559649,11/05/2024,11/05/2024 - STATE GENERAL,P
5528735,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2144 - CHISAGO LAKES,P
5581298,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2144 - CHISAGO LAKES,P
