VoterId,ElectionDate,ElectionDescription,VotingMethod
5124247,11/04/2014,11/04/2014 - STATE GENERAL,P
5124247,11/08/2016,11/08/2016 - STATE GENERAL,P
5124247,11/06/2018,11/06/2018 - STATE GENERAL,P
5123558,11/04/2014,11/04/2014 - STATE GENERAL,P
5178882,08/14/2018,08/14/2018 - STATE PRIMARY,P
5178882,11/06/2018,11/06/2018 - STATE GENERAL,P
5178882,11/08/2016,11/08/2016 - STATE GENERAL,P
5127723,11/04/2014,11/04/2014 - STATE GENERAL,P
5127723,08/14/2018,08/14/2018 - STATE PRIMARY,P
5127723,11/06/2018,11/06/2018 - STATE GENERAL,P
5127723,11/03/2020,11/03/2020 - STATE GENERAL,A
5124059,11/04/2014,11/04/2014 - STATE GENERAL,P
5160066,11/08/2016,11/08/2016 - STATE GENERAL,P
5160066,11/05/2024,11/05/2024 - STATE GENERAL,P
5114342,11/04/2014,11/04/2014 - STATE GENERAL,P
5121219,11/04/2014,11/04/2014 - STATE GENERAL,P
5124188,11/04/2014,11/04/2014 - STATE GENERAL,P
5129070,11/04/2014,11/04/2014 - STATE GENERAL,P
5125834,11/04/2014,11/04/2014 - STATE GENERAL,P
5124188,11/08/2016,11/08/2016 - STATE GENERAL,P
5164251,11/08/2016,11/08/2016 - STATE GENERAL,P
5151563,11/04/2014,11/04/2014 - STATE GENERAL,P
5150523,11/04/2014,11/04/2014 - STATE GENERAL,P
5175347,09/08/2015,09/08/2015 - SD SPEC ELECT ISD 317 - DEER RIVER,P
5114342,11/06/2018,11/06/2018 - STATE GENERAL,P
5124188,11/06/2018,11/06/2018 - STATE GENERAL,P
5114342,11/08/2016,11/08/2016 - STATE GENERAL,P
5129070,11/08/2016,11/08/2016 - STATE GENERAL,P
5188259,11/03/2015,11/03/2015 - SD SPEC ELECT ISD 318 - GRAND RAPIDS,P
5129070,08/11/2020,08/11/2020 - STATE PRIMARY,P
5172421,11/08/2016,11/08/2016 - STATE GENERAL,A
5121219,11/08/2022,11/08/2022 - STATE GENERAL,P
5129070,02/05/2019,02/05/2019 - SPEC ELECT SEN DIST 11,P
5121219,11/08/2016,11/08/2016 - STATE GENERAL,P
5121219,11/06/2018,11/06/2018 - STATE GENERAL,P
5129070,11/06/2018,11/06/2018 - STATE GENERAL,P
5181165,11/07/2023,11/07/2023 - MUNICIPAL GENERAL,P
5164665,03/11/2025,03/11/2025 - TOWNSHIP ELECTION,P
