VoterId,ElectionDate,ElectionDescription,VotingMethod
5353080,11/03/2020,11/03/2020 - STATE GENERAL,P
5342568,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
5350507,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
5335205,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 820 - SEBEKA,P
5360224,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 820 - SEBEKA,P
5363774,11/08/2016,11/08/2016 - STATE GENERAL,A
5352518,11/08/2016,11/08/2016 - STATE GENERAL,P
5352518,08/14/2018,08/14/2018 - STATE PRIMARY,P
5389918,11/03/2020,11/03/2020 - STATE GENERAL,M
5387422,11/05/2024,11/05/2024 - STATE GENERAL,P
5389867,11/05/2024,11/05/2024 - STATE GENERAL,P
5306441,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 820 - SEBEKA,P
5389918,11/08/2016,11/08/2016 - STATE GENERAL,P
5397049,11/08/2016,11/08/2016 - STATE GENERAL,P
5363049,11/05/2024,11/05/2024 - STATE GENERAL,P
5301799,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 748 - SARTELL-ST. STEPHEN,P
5379131,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 820 - SEBEKA,P
5352518,08/11/2020,08/11/2020 - STATE PRIMARY,P
5352518,11/03/2020,11/03/2020 - STATE GENERAL,P
5352518,11/08/2022,11/08/2022 - STATE GENERAL,P
5363029,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 820 - SEBEKA,P
5352518,11/06/2018,11/06/2018 - STATE GENERAL,P
5393614,11/08/2016,11/08/2016 - STATE GENERAL,P
5343030,11/08/2016,11/08/2016 - STATE GENERAL,P
5393614,08/14/2018,08/14/2018 - STATE PRIMARY,P
5343030,08/14/2018,08/14/2018 - STATE PRIMARY,P
5393614,11/06/2018,11/06/2018 - STATE GENERAL,P
5393614,11/03/2020,11/03/2020 - STATE GENERAL,A
5393614,11/08/2022,11/08/2022 - STATE GENERAL,P
5340456,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 486 - SWANVILLE,P
5359935,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 820 - SEBEKA,P
5304967,11/08/2016,11/08/2016 - STATE GENERAL,A
5376844,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 820 - SEBEKA,P
5383666,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 820 - SEBEKA,P
5328740,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 600 - FISHER,P
5329652,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 820 - SEBEKA,P
5323262,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 486 - SWANVILLE,P
5364560,11/07/2023,11/07/2023 - SPEC ELECT TODD CO COM 03,P
5347259,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 486 - SWANVILLE,P
5386451,11/05/2024,11/05/2024 - STATE GENERAL,P
5363774,11/06/2018,11/06/2018 - STATE GENERAL,A
5354687,11/08/2016,11/08/2016 - STATE GENERAL,P
5346230,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 414 - MINNEOTA,P
5320350,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 414 - MINNEOTA,P
5335231,11/08/2016,11/08/2016 - STATE GENERAL,P
5335231,11/06/2018,11/06/2018 - STATE GENERAL,P
5389918,11/06/2018,11/06/2018 - STATE GENERAL,P
5351003,11/08/2016,11/08/2016 - STATE GENERAL,P
5316826,11/08/2016,11/08/2016 - STATE GENERAL,P
5380265,11/08/2016,11/08/2016 - STATE GENERAL,P
5335231,08/11/2020,08/11/2020 - STATE PRIMARY,A
5335231,11/03/2020,11/03/2020 - STATE GENERAL,A
5354687,11/06/2018,11/06/2018 - STATE GENERAL,A
5384230,03/14/2023,03/14/2023 - TOWNSHIP ELECTION,P
5384892,03/14/2023,03/14/2023 - TOWNSHIP ELECTION,P
5354687,11/03/2020,11/03/2020 - STATE GENERAL,A
5343277,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 414 - MINNEOTA,P
5343048,11/05/2024,11/05/2024 - STATE GENERAL,A
5370771,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 414 - MINNEOTA,P
5375940,11/05/2024,11/05/2024 - STATE GENERAL,P
5349571,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2889 - LAKE PARK AUDUBON,A
5327531,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2889 - LAKE PARK AUDUBON,P
5303627,11/08/2016,11/08/2016 - STATE GENERAL,P
5390998,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2889 - LAKE PARK AUDUBON,A
5389800,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2889 - LAKE PARK AUDUBON,P
5330609,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2889 - LAKE PARK AUDUBON,A
5387041,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2889 - LAKE PARK AUDUBON,A
5391223,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2889 - LAKE PARK AUDUBON,P
5355336,11/05/2024,11/05/2024 - STATE GENERAL,P
5315224,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 820 - SEBEKA,P
5343005,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 414 - MINNEOTA,P
5384908,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 820 - SEBEKA,P
5340452,11/07/2023,11/07/2023 - SPEC ELECT TODD CO COM 03,P
5383706,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 820 - SEBEKA,P
5395378,11/08/2016,11/08/2016 - STATE GENERAL,P
5338779,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2889 - LAKE PARK AUDUBON,P
5316706,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2889 - LAKE PARK AUDUBON,P
5340454,11/07/2023,11/07/2023 - SPEC ELECT TODD CO COM 03,P
5358530,11/07/2023,11/07/2023 - SPEC ELECT TODD CO COM 03,P
5376726,11/07/2023,11/07/2023 - SPEC ELECT TODD CO COM 03,P
5367905,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 213 - OSAKIS,P
5371996,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 213 - OSAKIS,P
5383298,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2311 - CLEARBROOK-GONVICK,P
5348602,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2365 - GIBBON-FAIRFAX-WINTHROP,P
5395382,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2853 - LAC QUI PARLE VALLEY,P
5395372,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2853 - LAC QUI PARLE VALLEY,P
5334328,11/08/2016,11/08/2016 - STATE GENERAL,P
5343304,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2365 - GIBBON-FAIRFAX-WINTHROP,P
5332248,11/08/2022,11/08/2022 - STATE GENERAL,P
5355351,11/06/2018,11/06/2018 - STATE GENERAL,M
5391017,11/03/2020,11/03/2020 - STATE GENERAL,M
5391017,11/08/2016,11/08/2016 - STATE GENERAL,P
5355351,11/03/2020,11/03/2020 - STATE GENERAL,M
5355351,11/08/2016,11/08/2016 - STATE GENERAL,M
5302882,11/08/2016,11/08/2016 - STATE GENERAL,M
5393125,11/08/2016,11/08/2016 - STATE GENERAL,P
5385904,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,M
5309174,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 561 - GOODRIDGE,A
5322493,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 561 - GOODRIDGE,P
5390051,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 2903 - ORTONVILLE,P
5397541,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 561 - GOODRIDGE,P
5345237,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2342 - WEST CENTRAL AREA,P
