VoterId,ElectionDate,ElectionDescription,VotingMethod
913865,11/08/2022,11/08/2022 - STATE GENERAL,P
955346,11/06/2018,11/06/2018 - STATE GENERAL,A
955346,03/03/2020,03/03/2020 - PRESIDENTIAL PRIMARY,A
955346,08/11/2020,08/11/2020 - STATE PRIMARY,A
955346,11/03/2020,11/03/2020 - STATE GENERAL,A
955346,08/09/2022,08/09/2022 - STATE PRIMARY,A
955346,11/08/2022,11/08/2022 - STATE GENERAL,A
955346,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,A
944612,11/07/2000,STATE GENERAL,P
944612,11/03/1998,STATE GENERAL,P
944612,11/05/1996,STATE GENERAL,P
944612,09/13/1994,STATE PRIMARY ELECTION,P
944612,11/08/1994,STATE GENERAL,P
916785,03/11/2025,03/11/2025 - TOWNSHIP ELECTION,P
960835,03/14/2023,03/14/2023 - TOWNSHIP ELECTION,P
961178,03/11/2025,03/11/2025 - TOWNSHIP ELECTION,P
993360,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
981752,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2889 - LAKE PARK AUDUBON,A
954948,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
961711,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 414 - MINNEOTA,P
913810,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 213 - OSAKIS,P
950288,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 213 - OSAKIS,P
944734,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 213 - OSAKIS,P
950289,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 213 - OSAKIS,P
933787,11/07/2023,11/07/2023 - SPEC ELECT TODD CO COM 03,P
947789,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 213 - OSAKIS,P
944345,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 213 - OSAKIS,P
947273,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2365 - GIBBON-FAIRFAX-WINTHROP,P
948380,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2365 - GIBBON-FAIRFAX-WINTHROP,P
976826,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 2903 - ORTONVILLE,P
910783,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2342 - WEST CENTRAL AREA,P
974932,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2342 - WEST CENTRAL AREA,P
938872,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 787 - BROWERVILLE,P
927214,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 787 - BROWERVILLE,P
953870,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 787 - BROWERVILLE,P
903403,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 787 - BROWERVILLE,P
975344,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2155 - WADENA-DEER CREEK,P
925425,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 2903 - ORTONVILLE,P
923193,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 2903 - ORTONVILLE,P
934917,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 542 - BATTLE LAKE,P
967130,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 542 - BATTLE LAKE,P
968141,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 542 - BATTLE LAKE,P
975922,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 542 - BATTLE LAKE,P
944612,11/06/2001,2001 CITY/SCHOOL DISTRICT,P
942537,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 542 - BATTLE LAKE,P
967922,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 542 - BATTLE LAKE,P
967923,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 542 - BATTLE LAKE,P
928430,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 542 - BATTLE LAKE,P
966450,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 542 - BATTLE LAKE,P
968588,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 542 - BATTLE LAKE,A
968589,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 542 - BATTLE LAKE,A
953923,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 542 - BATTLE LAKE,P
967129,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 542 - BATTLE LAKE,P
968692,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 542 - BATTLE LAKE,A
966596,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 542 - BATTLE LAKE,A
904418,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2155 - WADENA-DEER CREEK,P
913195,11/05/2024,11/05/2024 - STATE GENERAL,P
982738,11/05/2024,11/05/2024 - STATE GENERAL,P
974770,11/05/2024,11/05/2024 - STATE GENERAL,P
931512,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 2903 - ORTONVILLE,P
923806,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
936381,11/05/2024,11/05/2024 - STATE GENERAL,A
965243,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 463 - EDEN VALLEY-WATKINS,P
965694,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 463 - EDEN VALLEY-WATKINS,P
944612,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
924962,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 2903 - ORTONVILLE,P
933233,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 2903 - ORTONVILLE,P
923749,02/11/2025,02/11/2025 - SD SPEC ELECT ISD 2903 - ORTONVILLE,P
941876,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
936500,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
934958,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
942120,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
966596,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
928430,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
988581,03/11/2025,03/11/2025 - TOWNSHIP ELECTION,P
916785,04/09/2024,04/09/2024 - SD SPEC ELECT ISD 581 - EDGERTON,P
912173,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
939190,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
965717,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
917129,03/11/2025,03/11/2025 - TOWNSHIP ELECTION,A
917129,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
942537,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
954208,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
947588,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
944612,11/02/2004,11/02/2004 - STATE GENERAL,P
944612,11/08/2005,11/08/2005 - SD SPEC ELECT ISD 885 - ST MICHAEL-ALBERTVILLE,P
939822,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
946734,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
946398,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
941063,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
939682,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
936860,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
937980,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
948815,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,M
948227,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,M
944612,11/07/2006,11/07/2006 - STATE GENERAL,P
955555,03/12/2024,03/12/2024 - TOWNSHIP ELECTION,P
958300,03/12/2024,03/12/2024 - TOWNSHIP ELECTION,P
920867,11/07/2023,11/07/2023 - SD SPEC ELECT ISD 2159 - BUFFALO LAKE-HECTOR-STEWART,P
939190,03/11/2025,03/11/2025 - TOWNSHIP ELECTION,P
944612,11/04/2008,11/04/2008 - STATE GENERAL,P
918160,03/11/2025,03/11/2025 - TOWNSHIP ELECTION,P
904418,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,P
967922,03/11/2025,03/11/2025 - TOWNSHIP ELECTION,P
967923,03/11/2025,03/11/2025 - TOWNSHIP ELECTION,P
912357,03/05/2024,03/05/2024 - PRESIDENTIAL PRIMARY,M
981752,04/09/2024,04/09/2024 - SD SPEC ELECT ISD 2889 - LAKE PARK AUDUBON,M
941087,11/05/2024,11/05/2024 - STATE GENERAL,A
948815,03/11/2025,03/11/2025 - TOWNSHIP ELECTION,P
